schema_version,time_s,step,fz_fl_n,fx_fl_n,fy_fl_n,slip_angle_fl_rad,force_capacity_fl_n,tire_saturated_fl,fz_fr_n,fx_fr_n,fy_fr_n,slip_angle_fr_rad,force_capacity_fr_n,tire_saturated_fr,fz_rl_n,fx_rl_n,fy_rl_n,slip_angle_rl_rad,force_capacity_rl_n,tire_saturated_rl,fz_rr_n,fx_rr_n,fy_rr_n,slip_angle_rr_rad,force_capacity_rr_n,tire_saturated_rr
1,0,0,3068.5007849999997,0,-1989.8056198417141,-0.038124375544391319,3889.5031398121569,0,3068.5007849999997,0,-1989.8056198417141,-0.038124375544391319,3889.5031398121569,0,4237.4534649999996,0,0,-0,5234.2990724572801,0,4237.4534649999996,0,0,-0,5234.2990724572801,0
1,0.0050000000000000001,1,3115.0128822697061,0,-1978.4158521816321,-0.037692632557856001,3943.7106754855813,0,3025.8409570796816,0,-1966.5192156227895,-0.037690917294646062,3839.727428473605,0,4281.5028962486476,1.9863178091725331,-6.1616337855407801,-8.2187069112086013e-05,5284.3372835402297,0,4194.3580791332961,1.9863178091725331,-6.1678948007625198,-8.2271226196270575e-05,5185.3043299580177,0
1,0.01,2,3161.9624159345194,0,-1967.7484254756491,-0.037289522054410502,3998.3623927650428,0,2984.5118082521017,0,-1944.4307677350807,-0.037282863796787614,3791.4507954214778,0,4326.5557242002278,3.9681472878612571,-16.647420333135582,-0.0002221968563508563,5335.4727267535845,0,4152.1531330384305,3.9681472878612571,-16.680627011772657,-0.00022264950974420662,5137.2828737941572,0
1,0.014999999999999999,3,3209.1014380996703,0,-1957.7895644599062,-0.03691410987662732,4053.1694102364117,0,2944.5817467291286,0,-1923.5232526377688,-0.036899581509059871,3744.7576196875343,0,4372.3483807775319,5.9433619586442896,-31.191001610604708,-0.00041668518407808624,5387.404250149877,0,4110.9760809015597,5.9433619586442896,-31.28204852663254,-0.00041795127566467187,5090.3933245490098,0
1,0.02,4,3256.2017188015052,0,-1948.527540430513,-0.036565451917141667,4107.8670931894167,0,2906.1011340166951,0,-1903.7765933209753,-0.036540420807400074,3699.7114427756801,0,4418.6358022459654,7.9101999194222117,-49.529428585584988,-0.00066240675788311189,5439.8526660227699,0,4070.9419978532364,7.9101999194222117,-49.716352206575742,-0.00066507418207173961,5044.7692740662978,0
1,0.025000000000000001,5,3303.0543593607017,0,-1939.9516523998927,-0.036242597022085057,4162.2144263758782,0,2869.1038503091527,0,-1885.1679465454165,-0.036204717356317903,3656.3566696360276,0,4465.1910841942408,9.8672387039798082,-71.404758526524247,-0.00095621890709493139,5492.5602779561705,0,4032.1450022855956,9.8672387039798082,-71.729389474624952,-0.00096100130897688657,5000.520788403981,0
1,0.029999999999999999,6,3349.4693320168262,0,-1932.0514390963674,-0.035944590045594964,4215.9933001117879,0,2833.6088155729112,0,-1867.6719852036354,-0.035891793836760368,3614.7202341398888,0,4511.805074409277,11.813369946096941,-96.565365827864426,-0.0012950843463240276,5545.2903275660565,0,3994.6596838466362,11.813369946096941,-97.069883832476435,-0.0013028044917829315,4957.7359260554722,0
1,0.035000000000000003,7,3395.274954644834,0,-1924.8160926278956,-0.035670474956930029,4269.0077249354545,0,2799.621460011585,0,-1851.2611743761759,-0.035600961929337996,3574.8132217362427,0,4558.2859115347173,13.747774095129728,-124.76698967942633,-0.0016760730466464221,5597.826374066045,0,3958.542527204389,13.747774095129728,-125.49053978870765,-0.001687646866002309,4916.4822614403593,0
1,0.040000000000000001,8,3440.3173088946005,0,-1918.2340440182559,-0.035419297918465695,4321.0829883303759,0,2767.135138685951,0,-1835.9060396831951,-0.035331524464292365,3536.6324428437838,0,4604.4585168766644,15.669895408315426,-155.77354491547302,-0.002096363304015652,5649.9716184951058,0,3923.8333226920945,15.669895408315426,-156.74904623381025,-0.0021127846899939031,4876.8084043825356,0
1,0.044999999999999998,9,3484.4596096271116,0,-1912.2926918736646,-0.035190110268841369,4372.0647654647064,0,2736.132486066077,0,-1821.5754266521237,-0.035082777662711041,3500.1619513821993,0,4650.1640462032556,17.57941742005471,-189.35772352407287,-0.0025532420900921775,5701.5481832147907,0,3890.5565559258903,17.57941742005471,-190.60897320831654,-0.0025755685116709971,4838.7455070133301,0
1,0.050000000000000003,10,3527.5815330535061,0,-1906.97824755273,-0.034981971360222103,4421.8181944944508,0,2706.5867072165051,0,-1808.2367499914239,-0.034854013406095237,3465.3745036661285,0,4695.2593078829123,19.476239062107936,-225.30141407187207,-0.0030441047673474145,5752.3963561304154,0,3858.7227694208395,19.476239062107936,-226.84056126742013,-0.0030734437435242178,4802.3087502535673,0
1,0.055,11,3569.5785105218761,0,-1902.2756729291875,-0.034793951211689156,4470.2269257223206,0,2678.4628031570169,0,-1795.8562318486179,-0.03464452148301788,3432.2329536710045,0,4739.6161532242095,21.360451582222595,-263.39596512237256,-0.0035664542463499506,5802.3738080256035,0,3828.3298901141507,21.360451582222595,-265.22140321172259,-0.0036039507081654675,4767.4988027363452,0
