schema_version,time_s,step,position_x_m,position_y_m,yaw_rad,yaw_rate_rad_s,vx_m_s,vy_m_s,speed_m_s,steering_angle_rad,throttle,brake,longitudinal_accel_m_s2,lateral_accel_m_s2,track_s_m,unwrapped_track_s_m,track_progress_fraction,lateral_error_m,heading_error_rad,reference_curvature_1_m,target_speed_m_s,speed_error_m_s,lap_number,lap_elapsed_time_s,sector_index,on_track,friction_utilization_fl,friction_utilization_fr,friction_utilization_rl,friction_utilization_rr
4,0,0,0,0,0.051237167403418812,-0.086640695183161587,20.092393472523135,0,20.092393472523135,-0.012073333098140635,1,0,6.035641261887168,-1.1105564797810097,0,0,0,0,0,-0.0043121141989203512,28.703419246461625,8.6110257739384899,0,0,0,1,0.094258056214810343,0.10959331339014744,0.91183560565515087,0.99999999999999978
4,0.0050000000000000001,1,0.10040616735095444,0.0051350259799076573,0.050805327167046534,-0.086100134037140605,20.122558400474212,0.0030724737402533344,20.122558635039187,-0.012073333098140635,1,0,6.0306397980199637,-1.1335221333548917,0.10071165430529638,0.10071165430529638,9.335926703289246e-05,7.760283209771229e-06,4.1281113614261011e-07,-0.0042867720554713093,28.715673723948132,8.5931150889089452,0,0.0050000000000000001,0,1,0.096728646410955979,0.1128515527495835,0.91113245950234323,1
4,0.01,2,0.20096434560949955,0.010249409572666381,0.050376119805249808,-0.085587332114856668,20.152697664232271,0.0059932974614948856,20.15269855541851,-0.012073333098140635,1,0,6.0258857542159001,-1.1552305490494232,0.20144924566694192,0.20144924566694192,0.00018674257760460325,3.0579932186600141e-05,1.563522294682762e-06,-0.0042615989721861763,28.727931357425625,8.5752328020071147,0,0.01,0,1,0.099063024069910605,0.11594635218316698,0.9104710048650575,0.99999999999999978
4,0.014999999999999999,3,0.30167443450899911,0.01534253736258949,0.049949409668975243,-0.085101040671818867,20.182812540720423,0.0087711252844995136,20.182814446615229,-0.012073333098140635,1,0,6.0213641728827296,-1.175760179658921,0.30221276868036639,0.30221276868036639,0.00028014992670511921,6.7790740917290343e-05,3.3252863312002723e-06,-0.004236593517226551,28.740192146236481,8.5573776996212523,0,0.014999999999999999,0,1,0.10126996511969294,0.11888664671798194,0.90984835013623488,1
4,0.02,4,0.40253633767298308,0.020413826129319475,0.049525067204184363,-0.084640069953509908,20.212904228587181,0.01141412187161551,20.212907451334548,-0.011802449981142334,1,0,6.0210285318126839,-1.1748118733490285,0.40309931547342281,0.40309931547342281,0.00037367131831613984,0.00011875434020068946,5.5773206669926245e-06,-0.0042117542709429155,28.752467904438397,8.5395604531038494,0,0.02,0,1,0.099858832025635225,0.1172388667183196,0.90999780721697721,0.99999999999999978
4,0.025000000000000001,5,0.50354999901156239,0.025462974946629167,0.049103177757762545,-0.084120273438460347,20.242993385424761,0.014025965034064981,20.242998244579425,-0.011802449981142334,1,0,6.0168185686615745,-1.1938493474017191,0.50438662479606911,0.50438662479606911,0.00046756421505509077,0.0001831122199001714,8.4139164832353064e-06,-0.0041870798139704438,28.764792426960891,8.5217941823814662,0,0.025000000000000001,0,1,0.10197501427051241,0.12005630399371955,0.90941814428137691,1
4,0.030000000000000002,6,0.60471536476357879,0.030489698922104822,0.048683819876181887,-0.083627237545396124,20.273060987315169,0.016506704403994873,20.273067707347366,-0.011802449981142334,1,0,6.0128184667683069,-1.2118271054811627,0.60570010746655834,0.60570010746655834,0.0005614813743740506,0.00026052174669066952,1.1922516775099423e-05,-0.0041625687400277736,28.777120134226045,8.5040524268786797,0,0.030000000000000002,0,1,0.10397474290276104,0.12272980335174159,0.90887277262003674,0.99999999999999978
4,0.035000000000000003,7,0.7060323474812753,0.035493480519215581,0.048266862802613657,-0.083159753696399566,20.303108114436981,0.018863961602696301,20.303116877848193,-0.011802449981142334,1,0,6.0090152607697558,-1.228811887151162,0.70703978076324137,0.70703978076324137,0.00065542281228997575,0.00035040951939503207,1.598101483769182e-05,-0.0041382196672724615,28.78945102833627,8.4863341504880765,0,0.035000000000000003,0,1,0.10586543469179879,0.12526739604906265,0.90835935352470698,1
4,0.040000000000000001,8,0.80750086308583413,0.040473827676781593,0.047852181676723733,-0.082716671358748967,20.333135779311064,0.021104927966600011,20.333146732315786,-0.011556530379637279,1,0,6.0089842368567021,-1.2264581563142685,0.80860045920605517,0.80860045920605517,0.00074956912101847547,0.00045222732765783541,2.0473164923137666e-05,-0.0041140312259010624,28.801808814096788,8.4686620817810017,0,0.040000000000000001,0,1,0.10450540565090072,0.12364101868522132,0.90853819395358049,1
4,0.044999999999999998,9,0.90912086417696925,0.045430501687511449,0.047439846475644601,-0.082221763128110789,20.363162599892608,0.023323108087168518,20.363175956540669,-0.011556530379637279,1,0,6.0054398732093377,-1.2422167229378758,0.91046176551402769,0.91046176551402769,0.00084399411047498521,0.00056567820649316991,2.5477702965182036e-05,-0.0040900020477037113,28.81420317990785,8.4510272233671806,0,0.044999999999999998,0,1,0.10632170760540706,0.1260744127023839,0.90805870956055679,1
